image,id,type,passed_checks,failed_checks
KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg,KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg_EXIT_88,EXIT,,Exit OCR MISSING
,KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg,unknown,,
KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg,KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg_EXIT_89,EXIT,,Exit OCR MISSING
KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg,KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg_EXIT_90,EXIT,,Exit OCR MISSING
KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg,KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg_EXIT_91,EXIT,,Exit OCR MISSING
KakaoTalk_20240330_153803899_jpg.rf.f32b1c686b1fc90ca16000564ee9a567.jpg,KakaoTalk_20240330_153803899_jpg.rf.f32b1c686b1fc90ca16000564ee9a567.jpg_EXIT_92,EXIT,,Exit OCR MISSING
,KakaoTalk_20240330_153803899_jpg.rf.f32b1c686b1fc90ca16000564ee9a567.jpg,unknown,,
KakaoTalk_20240405_160640520_01_jpg.rf.a37c1cd6e45e32b7aa72a4612625e040.jpg,KakaoTalk_20240405_160640520_01_jpg.rf.a37c1cd6e45e32b7aa72a4612625e040.jpg_EXIT_93,EXIT,,Exit OCR MISSING
,KakaoTalk_20240405_160640520_01_jpg.rf.a37c1cd6e45e32b7aa72a4612625e040.jpg,unknown,,
KakaoTalk_20240405_160640520_03_jpg.rf.31ec73feed4a354cc72b095862dc43e7.jpg,KakaoTalk_20240405_160640520_03_jpg.rf.31ec73feed4a354cc72b095862dc43e7.jpg_FIREEXTINGUISHER_2,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,KakaoTalk_20240405_160640520_03_jpg.rf.31ec73feed4a354cc72b095862dc43e7.jpg,unknown,,
KakaoTalk_20240405_160640520_03_jpg.rf.c05806bd430541712a7bfa72e9b5935b.jpg,KakaoTalk_20240405_160640520_03_jpg.rf.c05806bd430541712a7bfa72e9b5935b.jpg_FIREEXTINGUISHER_3,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,KakaoTalk_20240405_160640520_03_jpg.rf.c05806bd430541712a7bfa72e9b5935b.jpg,unknown,,
KakaoTalk_20240405_160640520_04_jpg.rf.57c55652206889ee41dfc92ae61c5b15.jpg,KakaoTalk_20240405_160640520_04_jpg.rf.57c55652206889ee41dfc92ae61c5b15.jpg_EXIT_94,EXIT,,Exit OCR MISSING
,KakaoTalk_20240405_160640520_04_jpg.rf.57c55652206889ee41dfc92ae61c5b15.jpg,unknown,,
KakaoTalk_20240405_160721726_jpg.rf.b64c0beb55ea3000735d97e2250383f8.jpg,KakaoTalk_20240405_160721726_jpg.rf.b64c0beb55ea3000735d97e2250383f8.jpg_FIREEXTINGUISHER_4,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,KakaoTalk_20240405_160721726_jpg.rf.b64c0beb55ea3000735d97e2250383f8.jpg,unknown,,
KakaoTalk_20240405_160721726_jpg.rf.e1cb6e191c891ac5005d7ef696ef4a85.jpg,KakaoTalk_20240405_160721726_jpg.rf.e1cb6e191c891ac5005d7ef696ef4a85.jpg_EXIT_95,EXIT,,Exit OCR MISSING
,KakaoTalk_20240405_160721726_jpg.rf.e1cb6e191c891ac5005d7ef696ef4a85.jpg,unknown,,
evctmap-113_jpg.rf.f76cd30d85c3ad106d586307507ee3e8.jpg,evctmap-113_jpg.rf.f76cd30d85c3ad106d586307507ee3e8.jpg_FIREEXTINGUISHER_5,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmap-113_jpg.rf.f76cd30d85c3ad106d586307507ee3e8.jpg,unknown,,
evctmap-11_jpg.rf.7700bb2bbc23e7c7f11008513367026c.jpg,evctmap-11_jpg.rf.7700bb2bbc23e7c7f11008513367026c.jpg_FIREEXTINGUISHER_6,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmap-11_jpg.rf.7700bb2bbc23e7c7f11008513367026c.jpg,unknown,,
evctmap-11_jpg.rf.7700bb2bbc23e7c7f11008513367026c.jpg,evctmap-11_jpg.rf.7700bb2bbc23e7c7f11008513367026c.jpg_EXIT_96,EXIT,,Exit OCR MISSING
evctmap-142_jpg.rf.b4169453cd806377e4ef7172e21b8d8f.jpg,evctmap-142_jpg.rf.b4169453cd806377e4ef7172e21b8d8f.jpg_FIREEXTINGUISHER_7,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmap-142_jpg.rf.b4169453cd806377e4ef7172e21b8d8f.jpg,unknown,,
evctmap-142_jpg.rf.b4169453cd806377e4ef7172e21b8d8f.jpg,evctmap-142_jpg.rf.b4169453cd806377e4ef7172e21b8d8f.jpg_EXIT_97,EXIT,,Exit OCR MISSING
evctmap-14_jpg.rf.113a0b99d0cd1e92140777dc927d5b5b.jpg,evctmap-14_jpg.rf.113a0b99d0cd1e92140777dc927d5b5b.jpg_FIREEXTINGUISHER_8,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-14_jpg.rf.113a0b99d0cd1e92140777dc927d5b5b.jpg,unknown,,
evctmap-14_jpg.rf.f116d5b86a30dfa7f25589b656083295.jpg,evctmap-14_jpg.rf.f116d5b86a30dfa7f25589b656083295.jpg_FIREEXTINGUISHER_9,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmap-14_jpg.rf.f116d5b86a30dfa7f25589b656083295.jpg,unknown,,
evctmap-157_jpg.rf.03f51ff95e04e047ccacbff3e9bf1e43.jpg,evctmap-157_jpg.rf.03f51ff95e04e047ccacbff3e9bf1e43.jpg_EXIT_98,EXIT,,Exit OCR MISSING
,evctmap-157_jpg.rf.03f51ff95e04e047ccacbff3e9bf1e43.jpg,unknown,,
evctmap-16_jpg.rf.2dda181a63d3718eec8256f7d7bd7f52.jpg,evctmap-16_jpg.rf.2dda181a63d3718eec8256f7d7bd7f52.jpg_EXIT_99,EXIT,,Exit OCR MISSING
,evctmap-16_jpg.rf.2dda181a63d3718eec8256f7d7bd7f52.jpg,unknown,,
evctmap-25_jpg.rf.202c8a4aa513099f57bcc8ad2e621873.jpg,evctmap-25_jpg.rf.202c8a4aa513099f57bcc8ad2e621873.jpg_EXIT_100,EXIT,,Exit OCR MISSING
,evctmap-25_jpg.rf.202c8a4aa513099f57bcc8ad2e621873.jpg,unknown,,
evctmap-27_jpg.rf.3011761f91d44dc5bf4f0ac0b5c3e8d7.jpg,evctmap-27_jpg.rf.3011761f91d44dc5bf4f0ac0b5c3e8d7.jpg_FIREEXTINGUISHER_10,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-27_jpg.rf.3011761f91d44dc5bf4f0ac0b5c3e8d7.jpg,unknown,,
evctmap-27_jpg.rf.9280c209a69d983e4722e4c3e457cbdf.jpg,evctmap-27_jpg.rf.9280c209a69d983e4722e4c3e457cbdf.jpg_FIREEXTINGUISHER_11,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-27_jpg.rf.9280c209a69d983e4722e4c3e457cbdf.jpg,unknown,,
evctmap-28_jpg.rf.3d08d9da016cd721a28b8332d1701581.jpg,evctmap-28_jpg.rf.3d08d9da016cd721a28b8332d1701581.jpg_FIREEXTINGUISHER_12,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-28_jpg.rf.3d08d9da016cd721a28b8332d1701581.jpg,unknown,,
evctmap-29_jpg.rf.7f3764a18266ed3c52dbbac686328260.jpg,evctmap-29_jpg.rf.7f3764a18266ed3c52dbbac686328260.jpg_EXIT_101,EXIT,,Exit OCR MISSING
,evctmap-29_jpg.rf.7f3764a18266ed3c52dbbac686328260.jpg,unknown,,
evctmap-2_jpg.rf.3bbe941251de4ae0427239392dd937f4.jpg,evctmap-2_jpg.rf.3bbe941251de4ae0427239392dd937f4.jpg_EXIT_102,EXIT,,Exit OCR MISSING
,evctmap-2_jpg.rf.3bbe941251de4ae0427239392dd937f4.jpg,unknown,,
evctmap-320_jpg.rf.9c24cb5cbf3734467bdf77475971ad59.jpg,evctmap-320_jpg.rf.9c24cb5cbf3734467bdf77475971ad59.jpg_FIREEXTINGUISHER_13,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-320_jpg.rf.9c24cb5cbf3734467bdf77475971ad59.jpg,unknown,,
evctmap-39_jpg.rf.86238fb254695116d93fbacbb7f50e51.jpg,evctmap-39_jpg.rf.86238fb254695116d93fbacbb7f50e51.jpg_FIREEXTINGUISHER_14,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-39_jpg.rf.86238fb254695116d93fbacbb7f50e51.jpg,unknown,,
evctmap-3_jpg.rf.d44e8932007bfe3dc7b910589a46b270.jpg,evctmap-3_jpg.rf.d44e8932007bfe3dc7b910589a46b270.jpg_EXIT_103,EXIT,,Exit OCR MISSING
,evctmap-3_jpg.rf.d44e8932007bfe3dc7b910589a46b270.jpg,unknown,,
evctmap-402_jpg.rf.de94aab5a98098ecabb9ac057f5df533.jpg,evctmap-402_jpg.rf.de94aab5a98098ecabb9ac057f5df533.jpg_EXIT_104,EXIT,,Exit OCR MISSING
,evctmap-402_jpg.rf.de94aab5a98098ecabb9ac057f5df533.jpg,unknown,,
evctmap-470_jpg.rf.87aca37c93dde49b88d1dca58834dad5.jpg,evctmap-470_jpg.rf.87aca37c93dde49b88d1dca58834dad5.jpg_EXIT_105,EXIT,,Exit OCR MISSING
,evctmap-470_jpg.rf.87aca37c93dde49b88d1dca58834dad5.jpg,unknown,,
evctmap-470_jpg.rf.9600e644e80fdebefc0d5851ad5523a3.jpg,evctmap-470_jpg.rf.9600e644e80fdebefc0d5851ad5523a3.jpg_EXIT_106,EXIT,,Exit OCR MISSING
,evctmap-470_jpg.rf.9600e644e80fdebefc0d5851ad5523a3.jpg,unknown,,
evctmap-481_jpg.rf.b62638f944ff9f91132379c4f9e50a5e.jpg,evctmap-481_jpg.rf.b62638f944ff9f91132379c4f9e50a5e.jpg_FIREEXTINGUISHER_15,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-481_jpg.rf.b62638f944ff9f91132379c4f9e50a5e.jpg,unknown,,
evctmap-4_jpg.rf.fb43a8b9e3a67a76e8095fe70a5b529f.jpg,evctmap-4_jpg.rf.fb43a8b9e3a67a76e8095fe70a5b529f.jpg_FIREEXTINGUISHER_16,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-4_jpg.rf.fb43a8b9e3a67a76e8095fe70a5b529f.jpg,unknown,,
evctmap-503_jpg.rf.e268bde21a62bb2629b7c9902e420d98.jpg,evctmap-503_jpg.rf.e268bde21a62bb2629b7c9902e420d98.jpg_EXIT_107,EXIT,,Exit OCR MISSING
,evctmap-503_jpg.rf.e268bde21a62bb2629b7c9902e420d98.jpg,unknown,,
evctmap-503_jpg.rf.e268bde21a62bb2629b7c9902e420d98.jpg,evctmap-503_jpg.rf.e268bde21a62bb2629b7c9902e420d98.jpg_FIREEXTINGUISHER_17,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-509_jpg.rf.f4df436d8d4935d33025661a3c0397c6.jpg,evctmap-509_jpg.rf.f4df436d8d4935d33025661a3c0397c6.jpg_EXIT_108,EXIT,,Exit OCR MISSING
,evctmap-509_jpg.rf.f4df436d8d4935d33025661a3c0397c6.jpg,unknown,,
evctmap-512_jpg.rf.73efff70214262019a7266ab3046fb1a.jpg,evctmap-512_jpg.rf.73efff70214262019a7266ab3046fb1a.jpg_FIREEXTINGUISHER_18,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-512_jpg.rf.73efff70214262019a7266ab3046fb1a.jpg,unknown,,
evctmap-512_jpg.rf.a6f50c790032992a374173962b2d9234.jpg,evctmap-512_jpg.rf.a6f50c790032992a374173962b2d9234.jpg_FIREEXTINGUISHER_19,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-512_jpg.rf.a6f50c790032992a374173962b2d9234.jpg,unknown,,
evctmap-512_jpg.rf.a6f50c790032992a374173962b2d9234.jpg,evctmap-512_jpg.rf.a6f50c790032992a374173962b2d9234.jpg_FIREEXTINGUISHER_20,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.jpg,evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.jpg_FIREEXTINGUISHER_21,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.jpg,unknown,,
evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.jpg,evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.jpg_FIREEXTINGUISHER_22,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.jpg,evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.jpg_FIREEXTINGUISHER_23,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-519_jpg.rf.118193b5ae11414a344e77f902b30a3f.jpg,evctmap-519_jpg.rf.118193b5ae11414a344e77f902b30a3f.jpg_FIREEXTINGUISHER_24,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-519_jpg.rf.118193b5ae11414a344e77f902b30a3f.jpg,unknown,,
evctmap-519_jpg.rf.5298370bb16bb1fd007a8354760c47f4.jpg,evctmap-519_jpg.rf.5298370bb16bb1fd007a8354760c47f4.jpg_FIREEXTINGUISHER_25,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-519_jpg.rf.5298370bb16bb1fd007a8354760c47f4.jpg,unknown,,
evctmap-525_jpg.rf.ea75485c9f8d9fdd254ef31ea8ff1376.jpg,evctmap-525_jpg.rf.ea75485c9f8d9fdd254ef31ea8ff1376.jpg_FIREEXTINGUISHER_26,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-525_jpg.rf.ea75485c9f8d9fdd254ef31ea8ff1376.jpg,unknown,,
evctmap-525_jpg.rf.f7367f1b8c23a35a1f9d86d03614d956.jpg,evctmap-525_jpg.rf.f7367f1b8c23a35a1f9d86d03614d956.jpg_FIREEXTINGUISHER_27,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-525_jpg.rf.f7367f1b8c23a35a1f9d86d03614d956.jpg,unknown,,
evctmap-540_jpg.rf.3ee814bbfd642cd3dc0545e3abb91d68.jpg,evctmap-540_jpg.rf.3ee814bbfd642cd3dc0545e3abb91d68.jpg_FIREEXTINGUISHER_28,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-540_jpg.rf.3ee814bbfd642cd3dc0545e3abb91d68.jpg,unknown,,
evctmap-540_jpg.rf.935f47ad5eb61dc1ee21cc77eba3136a.jpg,evctmap-540_jpg.rf.935f47ad5eb61dc1ee21cc77eba3136a.jpg_FIREEXTINGUISHER_29,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-540_jpg.rf.935f47ad5eb61dc1ee21cc77eba3136a.jpg,unknown,,
evctmap-540_jpg.rf.d304e454f268182a1de59bd73dd41a6a.jpg,evctmap-540_jpg.rf.d304e454f268182a1de59bd73dd41a6a.jpg_EXIT_109,EXIT,,Exit OCR MISSING
,evctmap-540_jpg.rf.d304e454f268182a1de59bd73dd41a6a.jpg,unknown,,
evctmap-570_jpg.rf.76d7692942bf73a842d6e67735742dbd.jpg,evctmap-570_jpg.rf.76d7692942bf73a842d6e67735742dbd.jpg_EXIT_110,EXIT,,Exit OCR MISSING
,evctmap-570_jpg.rf.76d7692942bf73a842d6e67735742dbd.jpg,unknown,,
evctmap-579_jpg.rf.4b3147974d1151c1576e4d2a844e86ab.jpg,evctmap-579_jpg.rf.4b3147974d1151c1576e4d2a844e86ab.jpg_FIREEXTINGUISHER_30,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmap-579_jpg.rf.4b3147974d1151c1576e4d2a844e86ab.jpg,unknown,,
evctmap-579_jpg.rf.4b3147974d1151c1576e4d2a844e86ab.jpg,evctmap-579_jpg.rf.4b3147974d1151c1576e4d2a844e86ab.jpg_FIREEXTINGUISHER_31,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-579_jpg.rf.56a697be3a8739a4114121b3fb18fcf6.jpg,evctmap-579_jpg.rf.56a697be3a8739a4114121b3fb18fcf6.jpg_FIREEXTINGUISHER_32,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-579_jpg.rf.56a697be3a8739a4114121b3fb18fcf6.jpg,unknown,,
evctmap-579_jpg.rf.56a697be3a8739a4114121b3fb18fcf6.jpg,evctmap-579_jpg.rf.56a697be3a8739a4114121b3fb18fcf6.jpg_FIREEXTINGUISHER_33,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-579_jpg.rf.579025750392a6eac7cb4239975486be.jpg,evctmap-579_jpg.rf.579025750392a6eac7cb4239975486be.jpg_FIREEXTINGUISHER_34,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmap-579_jpg.rf.579025750392a6eac7cb4239975486be.jpg,unknown,,
evctmap-579_jpg.rf.579025750392a6eac7cb4239975486be.jpg,evctmap-579_jpg.rf.579025750392a6eac7cb4239975486be.jpg_FIREEXTINGUISHER_35,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-579_jpg.rf.579025750392a6eac7cb4239975486be.jpg,evctmap-579_jpg.rf.579025750392a6eac7cb4239975486be.jpg_FIREEXTINGUISHER_36,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-590_jpg.rf.95a3c6ce0600e07ef619aaf82dec69b4.jpg,evctmap-590_jpg.rf.95a3c6ce0600e07ef619aaf82dec69b4.jpg_FIREEXTINGUISHER_37,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-590_jpg.rf.95a3c6ce0600e07ef619aaf82dec69b4.jpg,unknown,,
evctmap-5_jpg.rf.122331c53d6917bf9d4b0f9ef1ac062f.jpg,evctmap-5_jpg.rf.122331c53d6917bf9d4b0f9ef1ac062f.jpg_EXIT_111,EXIT,,Exit OCR MISSING
,evctmap-5_jpg.rf.122331c53d6917bf9d4b0f9ef1ac062f.jpg,unknown,,
evctmap-608_jpg.rf.4d7e2f528fad364576cda4dc7fad41fc.jpg,evctmap-608_jpg.rf.4d7e2f528fad364576cda4dc7fad41fc.jpg_FIREEXTINGUISHER_38,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-608_jpg.rf.4d7e2f528fad364576cda4dc7fad41fc.jpg,unknown,,
evctmap-608_jpg.rf.98bf42e4968628dd734015a4e73f147e.jpg,evctmap-608_jpg.rf.98bf42e4968628dd734015a4e73f147e.jpg_FIREEXTINGUISHER_39,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmap-608_jpg.rf.98bf42e4968628dd734015a4e73f147e.jpg,unknown,,
evctmap-608_jpg.rf.98bf42e4968628dd734015a4e73f147e.jpg,evctmap-608_jpg.rf.98bf42e4968628dd734015a4e73f147e.jpg_FIREEXTINGUISHER_40,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-608_jpg.rf.98bf42e4968628dd734015a4e73f147e.jpg,evctmap-608_jpg.rf.98bf42e4968628dd734015a4e73f147e.jpg_FIREEXTINGUISHER_41,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-608_jpg.rf.c01c5b1ba87ad4443ae382bf54ae0726.jpg,evctmap-608_jpg.rf.c01c5b1ba87ad4443ae382bf54ae0726.jpg_FIREEXTINGUISHER_42,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmap-608_jpg.rf.c01c5b1ba87ad4443ae382bf54ae0726.jpg,unknown,,
evctmap-608_jpg.rf.c01c5b1ba87ad4443ae382bf54ae0726.jpg,evctmap-608_jpg.rf.c01c5b1ba87ad4443ae382bf54ae0726.jpg_FIREEXTINGUISHER_43,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
evctmap-608_jpg.rf.c01c5b1ba87ad4443ae382bf54ae0726.jpg,evctmap-608_jpg.rf.c01c5b1ba87ad4443ae382bf54ae0726.jpg_FIREEXTINGUISHER_44,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-641_jpg.rf.6895a6145b74389546e249ae27733074.jpg,evctmap-641_jpg.rf.6895a6145b74389546e249ae27733074.jpg_FIREEXTINGUISHER_45,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmap-641_jpg.rf.6895a6145b74389546e249ae27733074.jpg,unknown,,
evctmap-641_jpg.rf.6895a6145b74389546e249ae27733074.jpg,evctmap-641_jpg.rf.6895a6145b74389546e249ae27733074.jpg_FIREEXTINGUISHER_46,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-643_jpg.rf.fcc771821a5e35b9bd02f8c6a8b95d4a.jpg,evctmap-643_jpg.rf.fcc771821a5e35b9bd02f8c6a8b95d4a.jpg_EXIT_112,EXIT,,Exit OCR MISSING
,evctmap-643_jpg.rf.fcc771821a5e35b9bd02f8c6a8b95d4a.jpg,unknown,,
evctmap-683_jpg.rf.f544c077e361373da32374b9486ac71d.jpg,evctmap-683_jpg.rf.f544c077e361373da32374b9486ac71d.jpg_EXIT_113,EXIT,,Exit OCR MISSING
,evctmap-683_jpg.rf.f544c077e361373da32374b9486ac71d.jpg,unknown,,
evctmap-9_jpg.rf.ca2538e7d97e772eca459310d3abeaae.jpg,evctmap-9_jpg.rf.ca2538e7d97e772eca459310d3abeaae.jpg_FIREEXTINGUISHER_47,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-9_jpg.rf.ca2538e7d97e772eca459310d3abeaae.jpg,unknown,,
evctmappevacuation-floor-plan110_jpg.rf.5ef9fee218634a9744244d5054effc81.jpg,evctmappevacuation-floor-plan110_jpg.rf.5ef9fee218634a9744244d5054effc81.jpg_EXIT_114,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan110_jpg.rf.5ef9fee218634a9744244d5054effc81.jpg,unknown,,
evctmappevacuation-floor-plan22_jpg.rf.3aba50b5ff0d0013ef977bedb6069d7f.jpg,evctmappevacuation-floor-plan22_jpg.rf.3aba50b5ff0d0013ef977bedb6069d7f.jpg_FIREEXTINGUISHER_48,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan22_jpg.rf.3aba50b5ff0d0013ef977bedb6069d7f.jpg,unknown,,
evctmappevacuation-floor-plan22_jpg.rf.3aba50b5ff0d0013ef977bedb6069d7f.jpg,evctmappevacuation-floor-plan22_jpg.rf.3aba50b5ff0d0013ef977bedb6069d7f.jpg_FIREEXTINGUISHER_49,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmappevacuation-floor-plan270_jpg.rf.6446a44c1e5b0f6f90a3d789b1ebcbfa.jpg,evctmappevacuation-floor-plan270_jpg.rf.6446a44c1e5b0f6f90a3d789b1ebcbfa.jpg_FIREEXTINGUISHER_50,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmappevacuation-floor-plan270_jpg.rf.6446a44c1e5b0f6f90a3d789b1ebcbfa.jpg,unknown,,
evctmappevacuation-floor-plan336_jpg.rf.2f5e59f46f4ad53f0d5785a32fa28bc3.jpg,evctmappevacuation-floor-plan336_jpg.rf.2f5e59f46f4ad53f0d5785a32fa28bc3.jpg_FIREEXTINGUISHER_51,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan336_jpg.rf.2f5e59f46f4ad53f0d5785a32fa28bc3.jpg,unknown,,
evctmappevacuation-floor-plan336_jpg.rf.a82d11b7e41e55e512d6d1310218db36.jpg,evctmappevacuation-floor-plan336_jpg.rf.a82d11b7e41e55e512d6d1310218db36.jpg_FIREEXTINGUISHER_52,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan336_jpg.rf.a82d11b7e41e55e512d6d1310218db36.jpg,unknown,,
evctmappevacuation-floor-plan336_jpg.rf.c2bce66c0a0162b3b48c826f7fb63042.jpg,evctmappevacuation-floor-plan336_jpg.rf.c2bce66c0a0162b3b48c826f7fb63042.jpg_FIREEXTINGUISHER_53,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan336_jpg.rf.c2bce66c0a0162b3b48c826f7fb63042.jpg,unknown,,
evctmappevacuation-floor-plan336_jpg.rf.c2bce66c0a0162b3b48c826f7fb63042.jpg,evctmappevacuation-floor-plan336_jpg.rf.c2bce66c0a0162b3b48c826f7fb63042.jpg_FIREEXTINGUISHER_54,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmappevacuation-floor-plan345_jpg.rf.22238b334ca8908a366986f0c2652dd7.jpg,evctmappevacuation-floor-plan345_jpg.rf.22238b334ca8908a366986f0c2652dd7.jpg_FIREEXTINGUISHER_55,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan345_jpg.rf.22238b334ca8908a366986f0c2652dd7.jpg,unknown,,
evctmappevacuation-floor-plan345_jpg.rf.22238b334ca8908a366986f0c2652dd7.jpg,evctmappevacuation-floor-plan345_jpg.rf.22238b334ca8908a366986f0c2652dd7.jpg_FIREEXTINGUISHER_56,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmappevacuation-floor-plan345_jpg.rf.5b6e6bba6143fd1f4dc4f6da4c5cb727.jpg,evctmappevacuation-floor-plan345_jpg.rf.5b6e6bba6143fd1f4dc4f6da4c5cb727.jpg_FIREEXTINGUISHER_57,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmappevacuation-floor-plan345_jpg.rf.5b6e6bba6143fd1f4dc4f6da4c5cb727.jpg,unknown,,
evctmappevacuation-floor-plan345_jpg.rf.f4b12bcabad18ef493311c8c31614622.jpg,evctmappevacuation-floor-plan345_jpg.rf.f4b12bcabad18ef493311c8c31614622.jpg_FIREEXTINGUISHER_58,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan345_jpg.rf.f4b12bcabad18ef493311c8c31614622.jpg,unknown,,
evctmappevacuation-floor-plan397_jpg.rf.15c11a63abce739da4675cd43f3c8241.jpg,evctmappevacuation-floor-plan397_jpg.rf.15c11a63abce739da4675cd43f3c8241.jpg_EXIT_115,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan397_jpg.rf.15c11a63abce739da4675cd43f3c8241.jpg,unknown,,
evctmappevacuation-floor-plan397_jpg.rf.6772ab0a86eb41dbff44b7b6872a50b6.jpg,evctmappevacuation-floor-plan397_jpg.rf.6772ab0a86eb41dbff44b7b6872a50b6.jpg_EXIT_116,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan397_jpg.rf.6772ab0a86eb41dbff44b7b6872a50b6.jpg,unknown,,
