image_path,label_path,class_id,class_name,conf_det,x,y,w,h,ocr_text,ocr_conf
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_11_jpg.rf.2190b199b7aa354ea4c8887dda605c53.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_11_jpg.rf.2190b199b7aa354ea4c8887dda605c53.txt,0,exit,0.8866,261,474,54,71,4,0.3153
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_11_jpg.rf.499524f6602ac0c83e7acca083361254.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_11_jpg.rf.499524f6602ac0c83e7acca083361254.txt,0,exit,0.8956,353,467,58,71,0,0.1893
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_11_jpg.rf.77f208f10d79fbca21dfbc29e9ae6b18.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_11_jpg.rf.77f208f10d79fbca21dfbc29e9ae6b18.txt,0,exit,0.8905,278,475,45,70,1,0.8483
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_12_jpg.rf.4099e028dee5a4fe3d99bd848a68c06f.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_12_jpg.rf.4099e028dee5a4fe3d99bd848a68c06f.txt,0,exit,0.9012,566,324,50,70,1,0.9913
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_12_jpg.rf.4099e028dee5a4fe3d99bd848a68c06f.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_12_jpg.rf.4099e028dee5a4fe3d99bd848a68c06f.txt,0,exit,0.8528,240,93,56,92,4,0.8968
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_12_jpg.rf.4099e028dee5a4fe3d99bd848a68c06f.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_12_jpg.rf.4099e028dee5a4fe3d99bd848a68c06f.txt,0,exit,0.7713,249,114,46,67,8i,0.0021
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_12_jpg.rf.43429a4fb07053da63f9365464c34c3b.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_12_jpg.rf.43429a4fb07053da63f9365464c34c3b.txt,0,exit,0.8541,549,343,56,88,91,0.5724
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_12_jpg.rf.43429a4fb07053da63f9365464c34c3b.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_12_jpg.rf.43429a4fb07053da63f9365464c34c3b.txt,0,exit,0.8404,270,100,50,79,en,0.0136
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_12_jpg.rf.43429a4fb07053da63f9365464c34c3b.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_12_jpg.rf.43429a4fb07053da63f9365464c34c3b.txt,0,exit,0.8353,275,113,44,64,Ln,0.015
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_12_jpg.rf.43429a4fb07053da63f9365464c34c3b.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_12_jpg.rf.43429a4fb07053da63f9365464c34c3b.txt,0,exit,0.8214,560,360,44,70,1,0.0894
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_12_jpg.rf.9cf146d82ae7e6cee61058863e0360c5.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_12_jpg.rf.9cf146d82ae7e6cee61058863e0360c5.txt,0,exit,0.8806,330,115,43,64,1,0.9581
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_12_jpg.rf.9cf146d82ae7e6cee61058863e0360c5.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_12_jpg.rf.9cf146d82ae7e6cee61058863e0360c5.txt,0,exit,0.8802,327,90,49,91,4,0.8641
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_12_jpg.rf.9cf146d82ae7e6cee61058863e0360c5.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_12_jpg.rf.9cf146d82ae7e6cee61058863e0360c5.txt,0,exit,0.8784,28,344,48,73,1L,0.339
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_13_jpg.rf.1ab5cf0d9800c92ab735b820d2bb15b0.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_13_jpg.rf.1ab5cf0d9800c92ab735b820d2bb15b0.txt,0,exit,0.9046,62,326,42,58,(= _,0.0354
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_13_jpg.rf.1ab5cf0d9800c92ab735b820d2bb15b0.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_13_jpg.rf.1ab5cf0d9800c92ab735b820d2bb15b0.txt,0,exit,0.7714,457,113,46,56,1,0.8564
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_13_jpg.rf.60fa36f6e8ef0c6703357534bb6d80e7.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_13_jpg.rf.60fa36f6e8ef0c6703357534bb6d80e7.txt,0,exit,0.8853,535,327,40,57,4,0.2109
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_13_jpg.rf.60fa36f6e8ef0c6703357534bb6d80e7.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_13_jpg.rf.60fa36f6e8ef0c6703357534bb6d80e7.txt,0,exit,0.8822,131,88,50,80,4,0.3091
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_13_jpg.rf.60fa36f6e8ef0c6703357534bb6d80e7.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_13_jpg.rf.60fa36f6e8ef0c6703357534bb6d80e7.txt,0,exit,0.8733,133,114,46,53,4,0.9462
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_13_jpg.rf.e9f6b5cbd6eb07cf65acef498f15156d.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_13_jpg.rf.e9f6b5cbd6eb07cf65acef498f15156d.txt,0,exit,0.889,53,282,53,64,74n,0.0144
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_13_jpg.rf.e9f6b5cbd6eb07cf65acef498f15156d.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_13_jpg.rf.e9f6b5cbd6eb07cf65acef498f15156d.txt,0,exit,0.8777,485,140,52,63,2,0.842
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_13_jpg.rf.e9f6b5cbd6eb07cf65acef498f15156d.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_13_jpg.rf.e9f6b5cbd6eb07cf65acef498f15156d.txt,0,exit,0.7238,478,112,63,95,Auan(,0.0011
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_13_jpg.rf.e9f6b5cbd6eb07cf65acef498f15156d.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_13_jpg.rf.e9f6b5cbd6eb07cf65acef498f15156d.txt,0,exit,0.4954,43,263,65,85,eut,0.483
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_14_jpg.rf.dced5cc79c1c2740117164e6cf5b2408.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_14_jpg.rf.dced5cc79c1c2740117164e6cf5b2408.txt,0,exit,0.8824,508,378,53,67,1s,0.006
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_14_jpg.rf.dced5cc79c1c2740117164e6cf5b2408.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_14_jpg.rf.dced5cc79c1c2740117164e6cf5b2408.txt,0,exit,0.8356,163,59,56,66,s,0.0673
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_14_jpg.rf.dced5cc79c1c2740117164e6cf5b2408.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_14_jpg.rf.dced5cc79c1c2740117164e6cf5b2408.txt,0,exit,0.8104,500,349,64,101,1,0.8176
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_14_jpg.rf.dced5cc79c1c2740117164e6cf5b2408.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_14_jpg.rf.dced5cc79c1c2740117164e6cf5b2408.txt,0,exit,0.5811,152,33,71,98,1,0.3052
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_14_jpg.rf.f2ba07bbbf00dc8dc432d847f424f787.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_14_jpg.rf.f2ba07bbbf00dc8dc432d847f424f787.txt,0,exit,0.8814,63,325,48,67,1L =,0.2091
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_14_jpg.rf.f2ba07bbbf00dc8dc432d847f424f787.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_14_jpg.rf.f2ba07bbbf00dc8dc432d847f424f787.txt,0,exit,0.7509,472,70,49,88,14,0.1479
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_14_jpg.rf.f2ba07bbbf00dc8dc432d847f424f787.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_14_jpg.rf.f2ba07bbbf00dc8dc432d847f424f787.txt,0,exit,0.3383,474,98,44,59,1,0.9658
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.txt,0,exit,0.8659,59,299,51,66,2!,0.2472
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.txt,0,exit,0.8264,494,114,50,68,11,0.0722
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.txt,0,exit,0.7577,487,85,61,99,{0,0.5269
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_14_jpg.rf.f7e87cef1806b996a86644ede7d94263.txt,0,exit,0.7319,49,270,61,100,1,0.7229
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_jpg.rf.f32b1c686b1fc90ca16000564ee9a567.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_jpg.rf.f32b1c686b1fc90ca16000564ee9a567.txt,0,exit,0.3989,410,306,30,36,Yu,0.0827
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240405_160640520_01_jpg.rf.a37c1cd6e45e32b7aa72a4612625e040.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240405_160640520_01_jpg.rf.a37c1cd6e45e32b7aa72a4612625e040.txt,0,exit,0.2593,136,547,10,10,15,0.0603
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240405_160640520_03_jpg.rf.31ec73feed4a354cc72b095862dc43e7.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240405_160640520_03_jpg.rf.31ec73feed4a354cc72b095862dc43e7.txt,1,fire_extinguisher,0.6953,377,464,13,17,Ky,0.0882
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240405_160640520_03_jpg.rf.c05806bd430541712a7bfa72e9b5935b.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240405_160640520_03_jpg.rf.c05806bd430541712a7bfa72e9b5935b.txt,1,fire_extinguisher,0.7346,355,474,9,14,#G},0.1534
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240405_160640520_04_jpg.rf.57c55652206889ee41dfc92ae61c5b15.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240405_160640520_04_jpg.rf.57c55652206889ee41dfc92ae61c5b15.txt,0,exit,0.3121,72,223,9,15,;,0.6696
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240405_160721726_jpg.rf.b64c0beb55ea3000735d97e2250383f8.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240405_160721726_jpg.rf.b64c0beb55ea3000735d97e2250383f8.txt,1,fire_extinguisher,0.2564,89,203,8,10,1,0.1547
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240405_160721726_jpg.rf.e1cb6e191c891ac5005d7ef696ef4a85.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240405_160721726_jpg.rf.e1cb6e191c891ac5005d7ef696ef4a85.txt,0,exit,0.3169,324,143,9,14,24,0.1823
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-113_jpg.rf.f76cd30d85c3ad106d586307507ee3e8.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-113_jpg.rf.f76cd30d85c3ad106d586307507ee3e8.txt,1,fire_extinguisher,0.6412,160,457,17,30,TLi,0.0253
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-11_jpg.rf.7700bb2bbc23e7c7f11008513367026c.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-11_jpg.rf.7700bb2bbc23e7c7f11008513367026c.txt,1,fire_extinguisher,0.7494,426,314,22,20,{ €,0.0799
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-11_jpg.rf.7700bb2bbc23e7c7f11008513367026c.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-11_jpg.rf.7700bb2bbc23e7c7f11008513367026c.txt,0,exit,0.5002,390,385,13,15,4,0.56
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-142_jpg.rf.b4169453cd806377e4ef7172e21b8d8f.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-142_jpg.rf.b4169453cd806377e4ef7172e21b8d8f.txt,1,fire_extinguisher,0.5026,193,214,6,10,1,0.4914
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-142_jpg.rf.b4169453cd806377e4ef7172e21b8d8f.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-142_jpg.rf.b4169453cd806377e4ef7172e21b8d8f.txt,0,exit,0.2571,206,422,10,14,5,0.6473
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-14_jpg.rf.113a0b99d0cd1e92140777dc927d5b5b.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-14_jpg.rf.113a0b99d0cd1e92140777dc927d5b5b.txt,1,fire_extinguisher,0.3103,143,408,26,22,3L,0.0188
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-14_jpg.rf.f116d5b86a30dfa7f25589b656083295.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-14_jpg.rf.f116d5b86a30dfa7f25589b656083295.txt,1,fire_extinguisher,0.6424,261,435,23,32,P7,0.0097
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-157_jpg.rf.03f51ff95e04e047ccacbff3e9bf1e43.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-157_jpg.rf.03f51ff95e04e047ccacbff3e9bf1e43.txt,0,exit,0.3292,331,216,20,28,7',0.6158
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-16_jpg.rf.2dda181a63d3718eec8256f7d7bd7f52.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-16_jpg.rf.2dda181a63d3718eec8256f7d7bd7f52.txt,0,exit,0.5111,575,347,24,25,5,0.6665
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-25_jpg.rf.202c8a4aa513099f57bcc8ad2e621873.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-25_jpg.rf.202c8a4aa513099f57bcc8ad2e621873.txt,0,exit,0.6072,5,308,25,26,1,0.9787
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-27_jpg.rf.3011761f91d44dc5bf4f0ac0b5c3e8d7.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-27_jpg.rf.3011761f91d44dc5bf4f0ac0b5c3e8d7.txt,1,fire_extinguisher,0.2848,288,259,11,21,Ji,0.103
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-27_jpg.rf.9280c209a69d983e4722e4c3e457cbdf.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-27_jpg.rf.9280c209a69d983e4722e4c3e457cbdf.txt,1,fire_extinguisher,0.2584,286,260,12,21,94i,0.0093
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-28_jpg.rf.3d08d9da016cd721a28b8332d1701581.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-28_jpg.rf.3d08d9da016cd721a28b8332d1701581.txt,1,fire_extinguisher,0.4199,179,144,21,36,Ae,0.0269
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-29_jpg.rf.7f3764a18266ed3c52dbbac686328260.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-29_jpg.rf.7f3764a18266ed3c52dbbac686328260.txt,0,exit,0.2794,258,437,8,11,5,0.7844
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-2_jpg.rf.3bbe941251de4ae0427239392dd937f4.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-2_jpg.rf.3bbe941251de4ae0427239392dd937f4.txt,0,exit,0.7081,551,236,27,40,I,0.3362
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-320_jpg.rf.9c24cb5cbf3734467bdf77475971ad59.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-320_jpg.rf.9c24cb5cbf3734467bdf77475971ad59.txt,1,fire_extinguisher,0.2692,548,212,6,8,0,0.4401
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-39_jpg.rf.86238fb254695116d93fbacbb7f50e51.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-39_jpg.rf.86238fb254695116d93fbacbb7f50e51.txt,1,fire_extinguisher,0.2665,506,469,9,10,49,0.0849
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-3_jpg.rf.d44e8932007bfe3dc7b910589a46b270.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-3_jpg.rf.d44e8932007bfe3dc7b910589a46b270.txt,0,exit,0.2943,561,281,27,32,0,0.1521
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-402_jpg.rf.de94aab5a98098ecabb9ac057f5df533.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-402_jpg.rf.de94aab5a98098ecabb9ac057f5df533.txt,0,exit,0.7512,527,171,26,33,4,0.7405
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-470_jpg.rf.87aca37c93dde49b88d1dca58834dad5.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-470_jpg.rf.87aca37c93dde49b88d1dca58834dad5.txt,0,exit,0.6072,217,538,15,19,45,0.7039
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-470_jpg.rf.9600e644e80fdebefc0d5851ad5523a3.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-470_jpg.rf.9600e644e80fdebefc0d5851ad5523a3.txt,0,exit,0.5304,302,558,13,18,4,0.0881
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-481_jpg.rf.b62638f944ff9f91132379c4f9e50a5e.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-481_jpg.rf.b62638f944ff9f91132379c4f9e50a5e.txt,1,fire_extinguisher,0.2573,335,428,7,19,It,0.0965
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-4_jpg.rf.fb43a8b9e3a67a76e8095fe70a5b529f.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-4_jpg.rf.fb43a8b9e3a67a76e8095fe70a5b529f.txt,1,fire_extinguisher,0.2717,535,270,14,16,16,0.1822
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-503_jpg.rf.e268bde21a62bb2629b7c9902e420d98.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-503_jpg.rf.e268bde21a62bb2629b7c9902e420d98.txt,0,exit,0.6657,585,324,15,16,EF,0.1528
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-503_jpg.rf.e268bde21a62bb2629b7c9902e420d98.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-503_jpg.rf.e268bde21a62bb2629b7c9902e420d98.txt,1,fire_extinguisher,0.3304,595,229,16,16,7',0.1763
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-509_jpg.rf.f4df436d8d4935d33025661a3c0397c6.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-509_jpg.rf.f4df436d8d4935d33025661a3c0397c6.txt,0,exit,0.3471,228,316,9,11,1,0.9979
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-512_jpg.rf.73efff70214262019a7266ab3046fb1a.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-512_jpg.rf.73efff70214262019a7266ab3046fb1a.txt,1,fire_extinguisher,0.3408,93,224,9,9,998,0.017
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-512_jpg.rf.a6f50c790032992a374173962b2d9234.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-512_jpg.rf.a6f50c790032992a374173962b2d9234.txt,1,fire_extinguisher,0.374,458,510,8,8,It,0.0876
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-512_jpg.rf.a6f50c790032992a374173962b2d9234.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-512_jpg.rf.a6f50c790032992a374173962b2d9234.txt,1,fire_extinguisher,0.2677,543,316,8,8,21,0.0899
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.txt,1,fire_extinguisher,0.4531,360,474,10,11,38a,0.0854
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.txt,1,fire_extinguisher,0.2852,422,313,10,10,95,0.1427
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-512_jpg.rf.ecc6832d314f7cfb1c1f0de6738a77a5.txt,1,fire_extinguisher,0.2588,538,358,10,9,7,0.3708
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/evctmap-519_jpg.rf.118193b5ae11414a344e77f902b30a3f.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/evctmap-519_jpg.rf.118193b5ae11414a344e77f902b30a3f.txt,1,fire_extinguisher,0.4169,326,197,10,21,1,0.8652
